390,30,420,50,U14.zip
420,30,450,50,U15.zip
450,30,480,50,U16.zip
480,30,510,50,U17.zip
510,30,540,50,U18.zip
540,30,570,50,U19.zip
570,30,600,50,U20.zip
600,30,630,50,U21.zip
630,30,660,50,U22.zip
960,30,990,50,SVALBARD.zip
990,30,1020,50,SVALBARD.zip
1020,30,1050,50,SVALBARD.zip
1050,30,1080,50,SVALBARD.zip
1080,30,1110,50,FJ.zip
1110,30,1140,50,FJ.zip
1140,30,1170,50,FJ.zip
1170,30,1200,50,FJ.zip
1200,30,1230,50,FJ.zip
1290,30,1320,50,U44.zip
1350,30,1380,50,U46.zip
1380,30,1410,50,U47.zip
270,50,300,70,T10.zip
300,50,330,70,T11.zip
330,50,360,70,T12.zip
360,50,390,70,T13.zip
390,50,420,70,T14.zip
420,50,450,70,T15.zip
450,50,480,70,T16.zip
480,50,510,70,T17.zip
510,50,540,70,T18.zip
540,50,570,70,T19.zip
930,50,960,70,SVALBARD.zip
960,50,990,70,SVALBARD.zip
990,50,1020,70,SVALBARD.zip
1020,50,1050,70,SVALBARD.zip
1050,50,1080,70,SVALBARD.zip
1140,50,1170,70,FJ.zip
1170,50,1200,70,T40.zip
1200,50,1230,70,T41.zip
1230,50,1260,70,T42.zip
1260,50,1290,70,T43.zip
1290,50,1320,70,T44.zip
1320,50,1350,70,T45.zip
1350,50,1380,70,T46.zip
1380,50,1410,70,T47.zip
1410,50,1440,70,T48.zip
1440,50,1470,70,T49.zip
1560,50,1590,70,T53.zip
1590,50,1620,70,T54.zip
1620,50,1650,70,T55.zip
1650,50,1680,70,T56.zip
1680,50,1710,70,T57.zip
270,70,300,90,S10.zip
300,70,330,90,S11.zip
330,70,360,90,S12.zip
360,70,390,90,S13.zip
390,70,420,90,S14.zip
420,70,450,90,S15.zip
450,70,480,90,S16.zip
480,70,510,90,S17.zip
510,70,540,90,S18.zip
1140,70,1170,90,S39.zip
1170,70,1200,90,S40.zip
1200,70,1230,90,S41.zip
1230,70,1260,90,S42.zip
1260,70,1290,90,S43.zip
1290,70,1320,90,S44.zip
1320,70,1350,90,S45.zip
1350,70,1380,90,S46.zip
1380,70,1410,90,S47.zip
1410,70,1440,90,S48.zip
1440,70,1470,90,S49.zip
1470,70,1500,90,S50.zip
1500,70,1530,90,S51.zip
1530,70,1560,90,S52.zip
1560,70,1590,90,S53.zip
1590,70,1620,90,S54.zip
1620,70,1650,90,S55.zip
1650,70,1680,90,S56.zip
60,90,90,110,R03.zip
90,90,120,110,R04.zip
120,90,150,110,R05.zip
150,90,180,110,R06.zip
180,90,210,110,R07.zip
210,90,240,110,R08.zip
240,90,270,110,R09.zip
270,90,300,110,R10.zip
300,90,330,110,R11.zip
330,90,360,110,R12.zip
360,90,390,110,R13.zip
390,90,420,110,R14.zip
420,90,450,110,R15.zip
450,90,480,110,R16.zip
480,90,510,110,R17.zip
510,90,540,110,R18.zip
540,90,570,110,R19.zip
570,90,600,110,R20.zip
960,90,990,110,R33v2.zip
990,90,1020,110,R34v2.zip
1020,90,1050,110,R35v2.zip
1050,90,1080,110,R36v2.zip
1080,90,1110,110,R37v2.zip
1110,90,1140,110,R38v2.zip
1140,90,1170,110,R39.zip
1170,90,1200,110,R40.zip
1200,90,1230,110,R41.zip
1230,90,1260,110,R42.zip
1260,90,1290,110,R43.zip
1290,90,1320,110,R44.zip
1320,90,1350,110,R45.zip
1350,90,1380,110,R46.zip
1380,90,1410,110,R47.zip
1410,90,1440,110,R48.zip
1440,90,1470,110,R49.zip
1470,90,1500,110,R50.zip
1500,90,1530,110,R51.zip
1530,90,1560,110,R52.zip
1560,90,1590,110,R53.zip
1590,90,1620,110,R54.zip
1620,90,1650,110,R55.zip
1650,90,1680,110,R56.zip
1680,90,1710,110,R57.zip
1710,90,1740,110,R58.zip
1740,90,1770,110,R59.zip
1770,90,1800,110,R60.zip
0,90,30,110,R01.zip
60,110,90,130,Q03.zip
90,110,120,130,Q04.zip
120,110,150,130,Q05.zip
150,110,180,130,Q06.zip
180,110,210,130,Q07.zip
210,110,240,130,Q08.zip
240,110,270,130,Q09.zip
270,110,300,130,Q10.zip
300,110,330,130,Q11.zip
330,110,360,130,Q12.zip
360,110,390,130,Q13.zip
390,110,420,130,Q14.zip
420,110,450,130,Q15.zip
450,110,480,130,Q16.zip
480,110,510,130,Q17.zip
510,110,540,130,Q18.zip
540,110,570,130,Q19.zip
570,110,600,130,Q20.zip
930,110,960,130,Q32v2.zip
960,110,990,130,Q33v2.zip
990,110,1020,130,Q34v2.zip
1020,110,1050,130,Q35v2.zip
1050,110,1080,130,Q36v2.zip
1080,110,1110,130,Q37v2.zip
1110,110,1140,130,Q38v2.zip
1140,110,1170,130,Q39v2.zip
1170,110,1200,130,Q40v2.zip
1200,110,1230,130,Q41.zip
1230,110,1260,130,Q42.zip
1260,110,1290,130,Q43.zip
1290,110,1320,130,Q44.zip
1320,110,1350,130,Q45.zip
1350,110,1380,130,Q46.zip
1380,110,1410,130,Q47.zip
1410,110,1440,130,Q48.zip
1440,110,1470,130,Q49.zip
1470,110,1500,130,Q50.zip
1500,110,1530,130,Q51.zip
1530,110,1560,130,Q52.zip
1560,110,1590,130,Q53.zip
1590,110,1620,130,Q54.zip
1620,110,1650,130,Q55.zip
1650,110,1680,130,Q56.zip
1680,110,1710,130,Q57.zip
1710,110,1740,130,Q58.zip
1740,110,1770,130,Q59.zip
1770,110,1800,130,Q60.zip
0,110,30,130,Q01.zip
30,110,60,130,Q02.zip
60,130,90,150,P03.zip
90,130,120,150,P04.zip
120,130,150,150,P05.zip
150,130,180,150,P06.zip
180,130,210,150,P07.zip
210,130,240,150,P08.zip
240,130,270,150,P09.zip
270,130,300,150,P10.zip
300,130,330,150,P11.zip
330,130,360,150,P12.zip
360,130,390,150,P13.zip
390,130,420,150,P14.zip
420,130,450,150,P15.zip
450,130,480,150,P16.zip
480,130,510,150,P17.zip
510,130,540,150,P18.zip
540,130,570,150,P19.zip
570,130,600,150,P20.zip
900,130,930,150,P31v2.zip
930,130,960,150,P32v2.zip
960,130,990,150,P33v2.zip
990,130,1020,150,P34v2.zip
1020,130,1050,150,P35v2.zip
1050,130,1080,150,P36v2.zip
1080,130,1110,150,P37v2.zip
1110,130,1140,150,P38v2.zip
1140,130,1170,150,P39v2.zip
1170,130,1200,150,P40v2.zip
1200,130,1230,150,P41.zip
1230,130,1260,150,P42.zip
1260,130,1290,150,P43.zip
1290,130,1320,150,P44.zip
1320,130,1350,150,P45.zip
1350,130,1380,150,P46.zip
1380,130,1410,150,P47.zip
1410,130,1440,150,P48.zip
1440,130,1470,150,P49.zip
1470,130,1500,150,P50.zip
1500,130,1530,150,P51.zip
1530,130,1560,150,P52.zip
1560,130,1590,150,P53.zip
1590,130,1620,150,P54.zip
1620,130,1650,150,P55.zip
1650,130,1680,150,P56.zip
1680,130,1710,150,P57.zip
1710,130,1740,150,P58.zip
1740,130,1770,150,P59.zip
1770,130,1800,150,P60.zip
30,130,60,150,P02.zip
775,115,835,135,ISL.zip
840,130,870,150,FAR.zip
870,130,900,150,SHL.zip
840,90,870,110,JANMAYEN.zip
990,70,1020,90,BEAR.zip
535,30,840,70,GL-North.zip
600,70,690,130,GL-West.zip
690,70,815,130,GL-East.zip
640,130,700,155,GL-South.zip
30,150,60,170,O02.zip
60,150,90,170,O03.zip
90,150,120,170,O04.zip
120,150,150,170,O05.zip
150,150,180,170,O06.zip
180,150,210,170,O07.zip
210,150,240,170,O08.zip
240,150,270,170,O09.zip
270,150,300,170,O10.zip
300,150,330,170,O11.zip
330,150,360,170,O12.zip
360,150,390,170,O13.zip
390,150,420,170,O14.zip
420,150,450,170,O15.zip
450,150,480,170,O16.zip
480,150,510,170,O17.zip
510,150,540,170,O18.zip
540,150,570,170,O19.zip
570,150,600,170,O20.zip
810,150,840,170,O28.zip
840,150,870,170,O29.zip
870,150,900,170,O30.zip
900,150,930,170,O31.zip
930,150,960,170,O32.zip
960,150,990,170,O33.zip
990,150,1020,170,O34.zip
1020,150,1050,170,O35.zip
1050,150,1080,170,O36.zip
1080,150,1110,170,O37.zip
1110,150,1140,170,O38.zip
1140,150,1170,170,O39.zip
1170,150,1200,170,O40.zip
1200,150,1230,170,O41.zip
1230,150,1260,170,O42.zip
1260,150,1290,170,O43.zip
1290,150,1320,170,O44.zip
1320,150,1350,170,O45.zip
1350,150,1380,170,O46.zip
1380,150,1410,170,O47.zip
1410,150,1440,170,O48.zip
1440,150,1470,170,O49.zip
1470,150,1500,170,O50.zip
1500,150,1530,170,O51.zip
1530,150,1560,170,O52.zip
1560,150,1590,170,O53.zip
1590,150,1620,170,O54.zip
1620,150,1650,170,O55.zip
1650,150,1680,170,O56.zip
1680,150,1710,170,O57.zip
1710,150,1740,170,O58.zip
1740,150,1770,170,O59.zip
0,170,30,190,N01.zip
30,170,60,190,N02.zip
60,170,90,190,N03.zip
90,170,120,190,N04.zip
120,170,150,190,N05.zip
210,170,240,190,N08.zip
240,170,270,190,N09.zip
270,170,300,190,N10.zip
300,170,330,190,N11.zip
330,170,360,190,N12.zip
360,170,390,190,N13.zip
390,170,420,190,N14.zip
420,170,450,190,N15.zip
450,170,480,190,N16.zip
480,170,510,190,N17.zip
510,170,540,190,N18.zip
540,170,570,190,N19.zip
570,170,600,190,N20.zip
600,170,630,190,N21.zip
840,170,870,190,N29.zip
870,170,900,190,N30.zip
900,170,930,190,N31.zip
930,170,960,190,N32.zip
960,170,990,190,N33.zip
